backend,GPU,precision,L,blk_x,blk_y,blk_z,BW_GBs
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.292509
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.248504
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.42502
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.036091
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.08842
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.140955
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.883093
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.934538
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.124239
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.21869
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.181433
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.860554
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.791192
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.97023
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.053916
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.162448
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.914127
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.157671
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.369049
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.802517
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.862802
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.236483
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.105135
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.53748
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.209032
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.217496
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.825803
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.699423
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.511899
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.064661
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.336637
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1426.44655
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1422.196141
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.008726
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.050452
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.368957
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.217379
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.095876
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.496474
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.160262
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.315289
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.569247
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.906965
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.634495
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.850867
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1423.897333
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.153108
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.854447
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.798472
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.099165
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.756583
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.92475
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.453528
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.090688
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.929644
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.892761
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.296314
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.938
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.935613
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.095703
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1424.583097
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.4707
